id,labels
999,"24,60,199"
1000,"265,271,340"
1001,"3,4,21"
1002,"216,255,271"
1003,"31,131,145"
1004,"21,145,265"
1005,"170,199,337"
1006,"3,21,311"
1007,"38,64,145"
1008,"169,170,199"
1009,"10,11,220"
1010,"8,38,145"
1011,"3,21,41"
1012,"3,21,311"
1013,"64,145,448"
1014,"21,170,199"
1015,"265,340,349"
1016,"54,145,402"
1017,"8,38,240"
1018,"21,34,187"
1019,"4,19,238"
1020,"0,255,271"
1021,"10,220,221"
1022,"0,8,265"
1023,"8,26,38"
1024,"4,19,238"
1025,"21,34,40"
1026,"0,265,271"
1027,"8,26,218"
1028,"21,170,199"
1029,"145,170,199"
1030,"31,60,131"
1031,"145,170,199"
1032,"40,128,160"
1033,"3,21,311"
1034,"21,170,311"
1035,"40,128,160"
1036,"3,15,53"
1037,"3,21,53"
1038,"3,21,34"
1039,"24,145,181"
1040,"31,145,296"
1041,"38,64,145"
1042,"265,340,349"
1043,"170,199,337"
1044,"64,80,448"
1045,"24,38,64"
1046,"3,21,199"
1047,"10,11,24"
1048,"10,220,221"
1049,"0,216,271"
1050,"64,80,448"
1051,"3,21,41"
1052,"10,220,221"
1053,"64,145,448"
1054,"40,131,184"
1055,"38,54,145"
1056,"105,220,221"
1057,"3,15,53"
1058,"3,21,147"
1059,"40,131,139"
1060,"145,170,199"
1061,"3,21,170"
1062,"21,111,296"
1063,"216,255,271"
1064,"21,128,265"
1065,"40,160,315"
1066,"38,64,145"
1067,"170,199,426"
1068,"21,41,160"
1069,"40,128,160"
1070,"3,5,21"
1071,"265,349,376"
1072,"60,170,199"
1073,"8,206,208"
1074,"3,21,111"
1075,"3,21,311"
1076,"8,26,38"
1077,"3,4,238"
1078,"40,160,315"
1079,"41,160,315"
1080,"13,21,128"
1081,"13,21,145"
1082,"8,26,38"
1083,"38,74,131"
1084,"21,40,135"
1085,"64,145,448"
1086,"216,255,271"
1087,"60,170,199"
1088,"21,34,187"
1089,"38,131,296"
1090,"3,4,21"
1091,"40,128,131"
1092,"24,38,199"
1093,"21,187,296"
1094,"170,199,426"
1095,"170,271,426"
1096,"3,21,170"
1097,"21,128,296"
1098,"40,160,315"
1099,"21,40,145"
1100,"255,271,456"
1101,"255,271,456"
1102,"31,265,296"
1103,"24,145,181"
1104,"21,170,199"
1105,"24,60,199"
1106,"8,26,38"
1107,"170,199,426"
1108,"38,64,145"
1109,"169,170,199"
1110,"60,170,199"
1111,"8,206,208"
1112,"24,64,80"
1113,"3,4,238"
1114,"169,170,199"
1115,"40,160,315"
1116,"31,60,199"
1117,"0,216,255"
1118,"128,271,313"
1119,"40,74,160"
1120,"64,80,448"
1121,"3,21,170"
1122,"170,199,311"
1123,"40,131,184"
1124,"3,21,41"
1125,"169,170,199"
1126,"21,170,199"
1127,"64,145,448"
1128,"0,218,271"
1129,"208,265,271"
1130,"64,145,402"
1131,"54,64,145"
1132,"265,271,456"
1133,"64,145,448"
1134,"10,11,44"
1135,"0,216,255"
1136,"21,170,199"
1137,"170,199,426"
1138,"10,220,221"
1139,"170,199,337"
1140,"170,296,426"
1141,"3,5,21"
1142,"105,220,221"
1143,"169,170,199"
1144,"10,11,44"
1145,"24,38,64"
1146,"3,5,21"
1147,"8,26,38"
1148,"8,26,38"
1149,"3,21,108"
1150,"3,4,21"
1151,"3,21,128"
1152,"10,44,145"
1153,"31,54,145"
1154,"54,145,402"
1155,"64,80,448"
1156,"44,64,145"
1157,"216,255,271"
1158,"8,26,38"
1159,"53,147,160"
1160,"169,170,199"
1161,"3,21,34"
1162,"8,26,38"
1163,"38,74,296"
1164,"265,340,349"
1165,"24,38,296"
1166,"21,170,199"
1167,"21,41,160"
1168,"0,265,271"
1169,"38,64,145"
1170,"216,255,271"
1171,"60,111,296"
1172,"4,19,238"
1173,"26,265,271"
1174,"265,271,376"
1175,"53,60,111"
1176,"24,145,199"
1177,"265,271,456"
1178,"64,80,448"
1179,"40,160,315"
1180,"169,170,199"
1181,"170,199,337"
1182,"265,271,349"
1183,"38,240,264"
1184,"8,26,38"
1185,"31,32,296"
1186,"105,220,221"
1187,"3,17,53"
1188,"31,128,296"
1189,"169,170,199"
1190,"31,32,111"
1191,"135,170,199"
1192,"145,170,199"
1193,"3,21,41"
1194,"265,271,349"
1195,"169,170,199"
1196,"3,4,238"
1197,"40,160,315"
1198,"0,8,265"
1199,"24,60,145"
1200,"10,11,44"
1201,"31,32,296"
1202,"3,21,41"
1203,"38,74,296"
1204,"54,145,402"
1205,"38,64,80"
1206,"8,206,208"
1207,"265,271,349"
1208,"105,220,221"
1209,"24,145,199"
1210,"128,131,296"
1211,"11,24,44"
1212,"64,145,448"
1213,"170,199,265"
1214,"8,26,38"
1215,"10,220,221"
1216,"74,135,199"
1217,"3,21,147"
1218,"21,41,111"
1219,"64,80,448"
1220,"170,199,426"
1221,"105,220,221"
1222,"21,170,199"
1223,"3,21,199"
1224,"40,131,226"
1225,"10,11,44"
1226,"38,40,74"
1227,"40,160,315"
1228,"40,131,241"
1229,"145,170,199"
1230,"40,160,315"
1231,"11,24,60"
1232,"216,255,271"
1233,"8,38,240"
1234,"64,145,448"
1235,"40,160,315"
1236,"10,220,221"
1237,"8,38,265"
1238,"54,145,402"
1239,"40,128,145"
1240,"0,8,265"
1241,"3,21,311"
1242,"38,64,145"
1243,"40,128,160"
1244,"10,11,44"
1245,"265,271,425"
1246,"135,170,199"
1247,"38,74,184"
1248,"64,80,448"
1249,"170,199,426"
1250,"11,265,376"
1251,"64,145,448"
1252,"3,21,311"
1253,"24,38,131"
1254,"41,160,315"
1255,"38,64,145"
1256,"3,4,238"
1257,"255,265,271"
1258,"21,170,187"
1259,"8,208,265"
1260,"21,170,199"
1261,"74,111,296"
1262,"64,80,448"
1263,"21,128,265"
1264,"54,64,145"
1265,"21,40,41"
1266,"3,17,18"
1267,"8,38,240"
1268,"8,26,38"
1269,"13,21,111"
1270,"3,21,187"
1271,"24,38,64"
1272,"3,21,170"
1273,"31,54,131"
1274,"135,170,199"
1275,"26,38,240"
1276,"3,21,187"
1277,"3,21,108"
1278,"40,131,135"
1279,"3,17,53"
1280,"0,265,271"
1281,"3,21,187"
1282,"54,64,145"
1283,"21,53,160"
1284,"21,170,187"
1285,"3,21,311"
1286,"255,271,456"
1287,"8,26,38"
1288,"40,128,313"
1289,"0,8,265"
1290,"10,220,221"
1291,"64,170,199"
1292,"31,32,296"
1293,"8,26,271"
1294,"3,53,111"
1295,"3,21,111"
1296,"3,4,5"
1297,"3,21,311"
1298,"3,21,147"
1299,"64,170,199"
1300,"38,64,240"
1301,"26,38,240"
1302,"21,170,199"
1303,"21,53,111"
1304,"3,4,238"
1305,"21,128,265"
1306,"21,53,111"
1307,"170,199,426"
1308,"170,311,337"
1309,"4,53,111"
1310,"21,128,145"
1311,"24,38,199"
1312,"265,271,376"
1313,"38,64,145"
1314,"8,38,240"
1315,"170,199,311"
1316,"53,60,111"
1317,"208,265,349"
1318,"170,199,337"
1319,"3,21,41"
1320,"64,80,448"
1321,"10,220,221"
1322,"3,21,147"
1323,"38,74,118"
1324,"8,26,38"
1325,"21,170,199"
1326,"26,38,240"
1327,"10,220,221"
1328,"21,53,111"
1329,"3,5,21"
1330,"64,145,448"
1331,"3,21,311"
1332,"21,170,187"
1333,"131,170,199"
1334,"0,271,456"
1335,"3,5,21"
1336,"13,53,111"
1337,"10,220,221"
1338,"3,21,41"
1339,"3,21,147"
1340,"3,21,187"
1341,"21,40,145"
1342,"170,199,426"
1343,"135,170,199"
1344,"31,54,145"
1345,"40,128,129"
1346,"170,199,426"
1347,"3,21,147"
1348,"41,135,199"
1349,"170,199,323"
1350,"8,265,296"
1351,"0,26,271"
1352,"208,265,271"
1353,"0,218,271"
1354,"21,128,265"
1355,"265,271,456"
1356,"3,53,120"
1357,"3,21,85"
1358,"74,111,296"
1359,"10,11,44"
1360,"41,160,315"
1361,"40,128,131"
