id,labels
539,"3,21,53"
540,"0,8,265"
541,"23,38,64"
542,"10,23,38"
543,"3,4,5"
544,"3,40,160"
545,"40,128,131"
546,"3,10,64"
547,"3,169,296"
548,"3,21,34"
549,"3,10,60"
550,"40,41,135"
551,"0,3,40"
552,"3,23,40"
553,"10,23,105"
554,"10,11,40"
555,"40,145,169"
556,"40,145,199"
557,"0,23,38"
558,"10,64,169"
559,"10,23,40"
560,"10,23,105"
561,"0,265,271"
562,"10,23,105"
563,"0,10,23"
564,"3,21,111"
565,"23,40,145"
566,"0,265,271"
567,"0,216,271"
568,"23,74,296"
569,"10,40,64"
570,"3,10,60"
571,"3,40,128"
572,"3,17,53"
573,"10,23,64"
574,"10,40,64"
575,"3,169,296"
576,"10,64,169"
577,"10,23,64"
578,"3,21,169"
579,"3,10,64"
580,"10,38,64"
581,"3,21,111"
582,"0,255,271"
583,"3,21,53"
584,"3,21,169"
585,"0,8,208"
586,"10,23,64"
587,"3,40,160"
588,"23,31,40"
589,"3,21,40"
590,"0,23,38"
591,"10,40,64"
592,"40,131,169"
593,"10,23,64"
594,"10,23,105"
595,"40,135,169"
596,"23,24,38"
597,"0,8,208"
598,"3,53,111"
599,"23,38,64"
600,"3,17,169"
601,"10,23,24"
602,"3,5,21"
603,"0,64,265"
604,"3,4,21"
605,"0,265,271"
606,"3,40,160"
607,"3,40,41"
608,"0,208,271"
609,"3,23,24"
610,"23,40,145"
611,"10,23,64"
612,"0,64,265"
613,"3,5,21"
614,"3,10,60"
615,"0,255,271"
616,"10,40,145"
617,"3,23,31"
618,"23,24,31"
619,"40,135,169"
620,"0,23,26"
621,"0,8,23"
622,"3,13,21"
623,"3,15,40"
624,"3,40,100"
625,"0,218,271"
626,"169,170,199"
627,"23,31,40"
628,"10,40,145"
629,"3,4,15"
630,"23,31,169"
631,"0,8,208"
632,"40,131,169"
633,"169,170,199"
634,"0,255,271"
635,"0,23,26"
636,"3,40,135"
637,"3,21,34"
638,"40,41,160"
639,"0,23,271"
640,"3,23,38"
641,"0,8,265"
642,"3,40,135"
643,"3,21,40"
644,"3,21,40"
645,"23,26,38"
646,"3,21,111"
647,"10,169,296"
648,"3,4,111"
649,"169,170,199"
650,"10,23,38"
651,"10,23,38"
652,"3,10,220"
653,"40,135,169"
654,"3,23,31"
655,"3,40,162"
656,"3,4,5"
657,"0,8,265"
658,"3,4,111"
659,"3,13,40"
660,"40,131,184"
661,"0,271,296"
662,"0,255,271"
663,"23,40,145"
664,"3,10,64"
665,"23,24,40"
666,"10,40,64"
667,"23,31,296"
668,"0,23,271"
669,"23,26,38"
670,"23,169,199"
671,"10,40,145"
672,"23,31,40"
673,"169,170,199"
674,"3,40,131"
675,"3,30,53"
676,"10,23,64"
677,"3,21,34"
678,"3,21,111"
679,"10,23,105"
680,"0,8,208"
681,"40,131,184"
682,"10,40,64"
683,"23,38,74"
684,"23,38,74"
685,"3,21,34"
686,"10,40,145"
687,"169,170,199"
688,"23,38,169"
689,"10,23,105"
690,"3,21,169"
691,"3,23,169"
692,"3,21,53"
693,"10,23,64"
694,"0,8,208"
695,"23,38,64"
696,"23,24,38"
697,"3,34,53"
698,"3,15,53"
699,"40,131,184"
700,"3,17,34"
701,"10,23,64"
702,"23,38,40"
703,"23,24,38"
704,"3,23,31"
705,"3,40,135"
706,"3,21,40"
707,"40,41,160"
708,"0,8,265"
709,"3,10,60"
710,"3,21,34"
711,"23,40,74"
712,"3,15,53"
713,"0,211,216"
714,"3,23,38"
715,"10,23,24"
716,"3,40,160"
717,"3,4,17"
718,"3,21,40"
719,"10,23,60"
720,"3,21,53"
721,"10,40,145"
722,"3,21,53"
723,"3,21,53"
724,"3,5,21"
725,"23,24,40"
726,"3,21,169"
727,"0,218,265"
728,"169,170,199"
729,"3,40,41"
730,"169,170,199"
731,"169,170,199"
732,"3,169,337"
733,"10,40,64"
734,"3,21,169"
735,"0,169,337"
736,"10,23,64"
737,"169,170,199"
738,"10,11,40"
739,"0,23,26"
740,"0,23,26"
741,"0,23,271"
742,"3,4,111"
743,"10,40,145"
744,"10,40,54"
745,"3,4,5"
746,"3,17,53"
747,"23,31,296"
748,"3,53,111"
749,"10,40,64"
750,"3,40,41"
751,"23,24,40"
752,"3,21,111"
753,"169,170,199"
754,"169,170,199"
755,"40,145,199"
756,"10,40,64"
757,"3,40,162"
758,"3,30,53"
759,"169,170,199"
760,"169,170,199"
761,"3,10,23"
762,"3,10,64"
763,"3,21,111"
764,"3,21,111"
765,"0,8,208"
766,"0,40,265"
767,"169,170,199"
768,"0,208,265"
769,"10,40,145"
770,"3,21,111"
771,"10,40,64"
772,"3,15,17"
773,"3,17,21"
774,"40,135,169"
775,"3,21,169"
776,"3,21,53"
777,"3,21,53"
778,"3,4,111"
779,"10,54,64"
780,"10,64,199"
781,"40,145,169"
782,"0,265,271"
783,"3,13,111"
784,"3,21,169"
785,"23,38,40"
786,"169,199,311"
787,"23,38,64"
788,"0,8,23"
789,"0,8,23"
790,"3,21,40"
791,"10,23,105"
792,"10,40,145"
793,"23,38,64"
794,"169,170,199"
795,"40,131,184"
796,"3,5,21"
797,"3,21,34"
798,"40,131,184"
799,"3,15,17"
800,"40,135,184"
801,"23,31,40"
802,"0,23,271"
803,"3,21,40"
804,"3,13,53"
805,"169,170,199"
806,"0,23,38"
807,"10,38,64"
808,"3,21,169"
809,"3,21,169"
810,"0,10,265"
811,"10,23,24"
812,"10,40,64"
813,"0,218,271"
814,"3,21,40"
815,"3,40,169"
816,"0,3,21"
817,"0,208,265"
818,"3,17,34"
819,"3,21,169"
820,"0,255,271"
821,"23,31,40"
822,"169,170,199"
823,"23,40,145"
824,"3,21,111"
825,"23,38,40"
826,"0,8,271"
827,"10,40,44"
828,"3,169,296"
829,"10,40,145"
830,"10,40,64"
831,"0,271,288"
832,"0,10,64"
833,"23,40,131"
834,"3,21,111"
835,"23,40,74"
836,"10,11,169"
837,"40,128,184"
838,"3,4,5"
839,"3,5,21"
840,"10,40,145"
841,"3,21,111"
842,"3,5,21"
843,"23,26,38"
844,"23,31,169"
845,"23,169,296"
846,"3,21,169"
847,"23,40,128"
848,"0,23,271"
849,"23,31,169"
850,"169,170,199"
851,"10,23,38"
852,"3,23,31"
853,"10,23,64"
854,"3,21,169"
855,"40,145,160"
856,"10,23,24"
857,"10,64,169"
858,"3,4,5"
859,"40,135,169"
860,"0,23,38"
861,"40,145,169"
862,"3,10,21"
863,"0,255,271"
864,"3,13,53"
865,"40,128,160"
866,"3,169,337"
867,"169,170,199"
868,"3,21,40"
869,"40,145,169"
870,"3,40,128"
871,"3,21,23"
872,"3,21,111"
873,"169,170,199"
874,"0,213,271"
875,"23,38,40"
876,"3,5,21"
877,"40,131,184"
878,"169,170,199"
879,"10,23,38"
880,"3,4,21"
881,"0,8,208"
882,"10,40,145"
883,"3,15,40"
884,"10,40,145"
885,"3,21,40"
886,"3,111,169"
887,"3,10,60"
888,"3,169,337"
889,"40,135,169"
890,"10,40,145"
891,"3,53,111"
892,"10,23,38"
893,"3,10,64"
894,"23,38,40"
895,"0,3,265"
896,"40,131,184"
897,"3,21,40"
898,"3,21,40"
899,"169,199,337"
900,"0,216,265"
901,"3,21,111"
902,"10,23,64"
903,"40,131,184"
904,"10,40,64"
905,"0,3,8"
906,"0,218,271"
907,"0,8,265"
908,"3,10,13"
909,"40,135,162"
910,"10,23,64"
911,"10,40,145"
912,"3,23,31"
913,"10,40,64"
914,"10,40,64"
915,"10,23,105"
916,"3,4,111"
917,"0,271,313"
918,"3,4,5"
919,"0,23,31"
920,"3,120,147"
921,"3,10,21"
922,"3,28,53"
923,"10,64,169"
924,"3,40,145"
925,"10,23,38"
926,"3,10,21"
927,"23,40,128"
928,"3,21,40"
929,"3,21,111"
930,"0,169,271"
931,"0,3,111"
932,"0,23,265"
933,"23,38,40"
934,"40,145,169"
935,"23,31,169"
936,"3,21,169"
937,"3,15,53"
938,"3,21,111"
939,"10,169,296"
940,"3,4,5"
941,"23,26,38"
942,"3,53,160"
943,"40,135,169"
944,"3,4,21"
945,"169,170,199"
946,"0,8,265"
947,"3,5,21"
948,"23,74,296"
949,"40,131,139"
950,"0,265,271"
951,"3,10,60"
952,"169,170,199"
953,"10,23,31"
954,"10,23,24"
955,"10,11,40"
956,"10,40,145"
957,"10,60,169"
958,"3,10,21"
959,"40,145,169"
960,"169,170,199"
961,"3,21,169"
962,"10,40,64"
963,"3,40,135"
964,"10,23,64"
965,"23,40,128"
966,"10,40,64"
967,"169,170,199"
968,"0,3,4"
969,"23,24,38"
970,"40,41,135"
971,"3,40,160"
972,"3,17,53"
973,"0,216,255"
974,"10,40,145"
975,"0,265,271"
976,"0,8,208"
977,"3,40,135"
978,"3,169,337"
979,"40,41,160"
980,"0,23,31"
981,"0,8,265"
982,"3,21,34"
983,"3,169,337"
984,"40,131,184"
985,"40,128,160"
986,"3,10,21"
987,"40,131,184"
988,"10,64,199"
989,"3,13,21"
990,"3,21,34"
991,"10,23,64"
992,"169,170,199"
993,"3,21,111"
994,"10,23,64"
995,"0,3,21"
996,"169,170,199"
997,"40,131,184"
998,"40,41,160"
999,"3,23,53"
1000,"0,64,265"
1001,"3,4,21"
1002,"0,216,255"
1003,"23,31,40"
1004,"3,21,111"
1005,"169,170,199"
1006,"3,5,21"
1007,"23,38,40"
1008,"3,169,199"
1009,"3,10,64"
1010,"10,23,38"
1011,"3,21,40"
1012,"0,3,21"
1013,"10,40,64"
1014,"3,169,337"
1015,"0,64,265"
1016,"10,40,145"
1017,"0,23,38"
1018,"3,21,34"
1019,"3,4,111"
1020,"0,255,271"
1021,"10,23,220"
1022,"0,218,265"
1023,"23,26,38"
1024,"3,4,5"
1025,"3,40,162"
1026,"0,265,271"
1027,"0,23,38"
1028,"3,169,337"
1029,"23,40,145"
1030,"10,23,31"
1031,"40,145,169"
1032,"40,128,160"
1033,"0,3,21"
1034,"3,21,169"
1035,"3,111,169"
1036,"3,15,53"
1037,"3,21,40"
1038,"3,21,34"
1039,"23,24,40"
1040,"3,23,31"
1041,"10,38,64"
1042,"0,64,265"
1043,"169,170,199"
1044,"10,40,64"
1045,"10,23,64"
1046,"3,21,199"
1047,"10,11,40"
1048,"10,23,105"
1049,"0,40,128"
1050,"10,40,64"
1051,"3,21,40"
1052,"10,23,220"
1053,"10,40,64"
1054,"40,131,184"
1055,"10,40,145"
1056,"10,23,105"
1057,"3,15,53"
1058,"3,53,147"
1059,"3,40,145"
1060,"23,40,145"
1061,"3,169,199"
1062,"3,111,169"
1063,"0,211,216"
1064,"3,21,40"
1065,"40,41,160"
1066,"10,38,64"
1067,"0,169,296"
1068,"3,40,111"
1069,"3,13,40"
1070,"3,5,21"
1071,"0,64,265"
1072,"10,60,169"
1073,"0,8,208"
1074,"3,53,111"
1075,"3,21,53"
1076,"0,23,38"
1077,"3,4,53"
1078,"40,41,160"
1079,"3,40,41"
1080,"3,13,53"
1081,"3,13,21"
1082,"23,26,38"
1083,"23,38,40"
1084,"23,40,135"
1085,"10,40,64"
1086,"0,216,271"
1087,"3,10,60"
1088,"3,21,34"
1089,"23,38,40"
1090,"3,4,111"
1091,"3,40,131"
1092,"23,24,38"
1093,"3,169,296"
1094,"23,169,296"
1095,"0,40,128"
1096,"3,169,337"
1097,"3,40,169"
1098,"40,41,160"
1099,"3,21,40"
1100,"0,271,288"
1101,"0,255,271"
1102,"3,23,31"
1103,"10,23,64"
1104,"3,21,169"
1105,"3,111,169"
1106,"23,38,105"
1107,"169,170,199"
1108,"23,38,40"
1109,"169,170,199"
1110,"3,10,60"
1111,"0,8,208"
1112,"23,24,64"
1113,"3,4,111"
1114,"169,170,199"
1115,"40,151,160"
1116,"3,23,31"
1117,"0,216,255"
1118,"0,40,128"
1119,"23,40,74"
1120,"10,64,169"
1121,"3,21,199"
1122,"169,170,199"
1123,"23,40,131"
1124,"3,21,111"
1125,"169,170,199"
1126,"3,169,337"
1127,"10,40,64"
1128,"23,26,38"
1129,"0,208,271"
1130,"10,23,64"
1131,"10,23,64"
1132,"0,265,271"
1133,"10,40,64"
1134,"10,11,64"
1135,"0,211,216"
1136,"3,169,337"
1137,"169,170,199"
1138,"10,40,145"
1139,"169,170,199"
1140,"169,199,296"
1141,"3,5,21"
1142,"10,23,105"
1143,"169,170,199"
1144,"10,40,145"
1145,"10,23,24"
1146,"3,5,13"
1147,"10,23,38"
1148,"0,23,38"
1149,"3,13,21"
1150,"3,4,30"
1151,"3,13,40"
1152,"10,40,145"
1153,"23,31,40"
1154,"10,40,145"
1155,"10,40,64"
1156,"10,40,64"
1157,"0,255,271"
1158,"0,23,38"
1159,"3,53,120"
1160,"169,170,199"
1161,"3,21,34"
1162,"23,26,38"
1163,"23,169,296"
1164,"0,10,265"
1165,"0,10,23"
1166,"3,21,169"
1167,"3,40,160"
1168,"0,218,271"
1169,"23,38,40"
1170,"0,216,271"
1171,"3,23,296"
1172,"3,4,53"
1173,"0,265,271"
1174,"0,64,265"
1175,"3,23,53"
1176,"23,40,145"
1177,"0,265,271"
1178,"10,64,220"
1179,"40,41,160"
1180,"3,21,169"
1181,"169,199,337"
1182,"0,10,265"
1183,"23,38,40"
1184,"0,8,23"
1185,"3,23,31"
1186,"10,23,105"
1187,"3,17,34"
1188,"0,23,31"
1189,"169,170,199"
1190,"3,23,31"
1191,"40,135,169"
1192,"40,145,169"
1193,"3,40,41"
1194,"0,208,265"
1195,"169,170,199"
1196,"3,4,53"
1197,"40,128,160"
1198,"0,208,265"
1199,"10,40,145"
1200,"10,11,64"
1201,"23,24,31"
1202,"3,21,111"
1203,"10,23,38"
1204,"10,40,145"
1205,"23,38,64"
1206,"0,8,265"
1207,"0,10,265"
1208,"10,23,105"
1209,"10,40,145"
1210,"10,23,296"
1211,"10,40,44"
1212,"10,40,64"
1213,"0,169,426"
1214,"0,23,26"
1215,"10,105,220"
1216,"3,169,199"
1217,"3,53,120"
1218,"3,21,111"
1219,"10,40,64"
1220,"169,170,199"
1221,"10,23,105"
1222,"3,169,199"
1223,"3,13,21"
1224,"40,131,184"
1225,"10,40,145"
1226,"3,40,135"
1227,"40,41,160"
1228,"40,131,145"
1229,"40,145,169"
1230,"40,128,160"
1231,"3,10,23"
1232,"0,216,288"
1233,"0,23,38"
1234,"10,40,64"
1235,"40,41,160"
1236,"10,23,220"
1237,"0,23,38"
1238,"10,40,54"
1239,"3,13,40"
1240,"0,8,265"
1241,"3,21,169"
1242,"10,40,145"
1243,"40,128,184"
1244,"10,40,145"
1245,"0,265,271"
1246,"40,135,169"
1247,"23,38,40"
1248,"3,10,64"
1249,"169,170,199"
1250,"0,10,11"
1251,"10,40,64"
1252,"3,5,21"
1253,"23,38,40"
1254,"3,40,41"
1255,"10,38,64"
1256,"3,4,21"
1257,"0,255,271"
1258,"3,21,169"
1259,"0,8,208"
1260,"3,21,169"
1261,"3,169,296"
1262,"3,10,64"
1263,"0,3,265"
1264,"10,23,64"
1265,"3,13,40"
1266,"3,17,53"
1267,"0,23,38"
1268,"23,26,38"
1269,"3,21,30"
1270,"3,21,40"
1271,"10,38,64"
1272,"3,169,337"
1273,"10,23,31"
1274,"169,170,199"
1275,"23,26,38"
1276,"3,21,34"
1277,"3,21,199"
1278,"40,131,184"
1279,"3,17,53"
1280,"0,10,265"
1281,"3,21,34"
1282,"10,54,64"
1283,"3,120,147"
1284,"3,21,169"
1285,"3,21,169"
1286,"0,255,271"
1287,"0,23,26"
1288,"0,40,128"
1289,"0,3,265"
1290,"10,23,105"
1291,"169,170,199"
1292,"3,23,31"
1293,"0,23,26"
1294,"3,53,111"
1295,"3,21,111"
1296,"3,5,21"
1297,"3,169,337"
1298,"3,21,147"
1299,"10,64,169"
1300,"23,38,64"
1301,"23,38,64"
1302,"3,21,199"
1303,"3,169,296"
1304,"3,4,111"
1305,"0,3,111"
1306,"3,53,111"
1307,"169,170,199"
1308,"0,169,277"
1309,"3,53,111"
1310,"3,13,40"
1311,"23,24,38"
1312,"0,8,208"
1313,"10,23,38"
1314,"0,23,38"
1315,"3,21,169"
1316,"3,23,53"
1317,"0,208,265"
1318,"169,199,337"
1319,"3,21,111"
1320,"3,10,64"
1321,"10,23,220"
1322,"3,30,53"
1323,"23,38,74"
1324,"23,26,38"
1325,"3,21,169"
1326,"23,26,38"
1327,"10,23,220"
1328,"3,21,30"
1329,"3,5,21"
1330,"10,40,64"
1331,"0,3,21"
1332,"3,21,169"
1333,"3,21,131"
1334,"0,23,271"
1335,"3,5,21"
1336,"3,10,13"
1337,"10,23,105"
1338,"3,21,40"
1339,"3,120,147"
1340,"3,21,169"
1341,"3,40,145"
1342,"169,170,199"
1343,"40,169,184"
1344,"23,31,40"
1345,"3,40,128"
1346,"169,296,337"
1347,"3,21,147"
1348,"3,40,41"
1349,"169,170,199"
1350,"0,23,31"
1351,"0,23,271"
1352,"0,3,4"
1353,"0,265,271"
1354,"0,3,53"
1355,"0,265,271"
1356,"3,53,160"
1357,"3,5,21"
1358,"3,23,111"
1359,"10,40,44"
1360,"3,21,40"
1361,"40,169,296"
